sim,g0,sigma,D,parameter,estimate,sim_id
10,0.9366410442376834,53.622838467904685,6.566475199368026,p.D,9.44125332280043,6
10,0.9366410442376834,53.622838467904685,6.566475199368026,p.sig,-10.62860255349219,6
11,0.6858877753296886,67.93136984525364,5.4407037744035875,p.g0,-8.54829662270819,6
11,0.6858877753296886,67.93136984525364,5.4407037744035875,p.D,-9.321603759940206,6
11,0.6858877753296886,67.93136984525364,5.4407037744035875,p.sig,13.218949742089404,6
12,0.5159551674922117,74.11838405847219,5.430874778631012,p.g0,-31.205977667705103,6
12,0.5159551674922117,74.11838405847219,5.430874778631012,p.D,-9.485420356149794,6
12,0.5159551674922117,74.11838405847219,5.430874778631012,p.sig,23.530640097453645,6
13,0.8749262166934001,52.22211545520739,6.619932476644181,p.g0,16.656828892453348,6
13,0.8749262166934001,52.22211545520739,6.619932476644181,p.D,10.332207944069689,6
13,0.8749262166934001,52.22211545520739,6.619932476644181,p.sig,-12.963140907987688,6
14,0.6961492118171019,55.545293849827516,6.6203089602137535,p.g0,-7.1801050910530835,6
14,0.6961492118171019,55.545293849827516,6.6203089602137535,p.D,10.338482670229226,6
14,0.6961492118171019,55.545293849827516,6.6203089602137535,p.sig,-7.424510250287473,6
15,0.4199446897521892,75.07302300714623,5.6642668738104955,p.g0,-44.00737469970811,6
15,0.4199446897521892,75.07302300714623,5.6642668738104955,p.D,-5.595552103158408,6
15,0.4199446897521892,75.07302300714623,5.6642668738104955,p.sig,25.12170501191039,6
16,0.7487367520316697,63.793294224123414,6.209276512368885,p.g0,-0.1684330624440437,6
16,0.7487367520316697,63.793294224123414,6.209276512368885,p.D,3.4879418728147518,6
16,0.7487367520316697,63.793294224123414,6.209276512368885,p.sig,6.322157040205691,6
17,0.6264400880884028,63.32751967710778,6.877414225426954,p.g0,-16.474654921546296,6
17,0.6264400880884028,63.32751967710778,6.877414225426954,p.D,14.623570423782573,6
17,0.6264400880884028,63.32751967710778,6.877414225426954,p.sig,5.545866128512967,6
18,0.6095967792384768,62.875974442543196,6.684935308600526,p.g0,-18.720429434869764,6
18,0.6095967792384768,62.875974442543196,6.684935308600526,p.D,11.415588476675431,6
18,0.6095967792384768,62.875974442543196,6.684935308600526,p.sig,4.7932907375719935,6
19,0.7873768890544868,65.84162719245252,4.57837503110406,p.g0,4.983585207264904,6
19,0.7873768890544868,65.84162719245252,4.57837503110406,p.D,-23.693749481599,6
19,0.7873768890544868,65.84162719245252,4.57837503110406,p.sig,9.7360453207542,6
20,0.5951295591532445,64.29097390212914,6.089063976122027,p.g0,-20.649392112900735,6
20,0.5951295591532445,64.29097390212914,6.089063976122027,p.D,1.4843996020337848,6
20,0.5951295591532445,64.29097390212914,6.089063976122027,p.sig,7.151623170215231,6
21,0.9999999989461256,45.06028376872344,7.1833376501979505,p.g0,33.333333192816745,6
21,0.9999999989461256,45.06028376872344,7.1833376501979505,p.D,19.72229416996584,6
21,0.9999999989461256,45.06028376872344,7.1833376501979505,p.sig,-24.899527052127603,6
22,0.7405087715267743,62.114337115194296,6.932495889342368,p.g0,-1.2654971297634265,6
22,0.7405087715267743,62.114337115194296,6.932495889342368,p.D,15.541598155706135,6
22,0.7405087715267743,62.114337115194296,6.932495889342368,p.sig,3.523895191990493,6
23,0.6722623385135073,58.389821130175406,5.802835243992073,p.g0,-10.365021531532365,6
23,0.6722623385135073,58.389821130175406,5.802835243992073,p.D,-3.286079266798788,6
23,0.6722623385135073,58.389821130175406,5.802835243992073,p.sig,-2.6836314497076565,6
24,0.9999999972525222,50.839750823244955,4.354523007706224,p.g0,33.33333296700296,6
24,0.9999999972525222,50.839750823244955,4.354523007706224,p.D,-27.424616538229607,6
24,0.9999999972525222,50.839750823244955,4.354523007706224,p.sig,-15.267081961258407,6
25,0.8823848833076349,58.24448767035644,5.274216158845531,p.g0,17.651317774351316,6
25,0.8823848833076349,58.24448767035644,5.274216158845531,p.D,-12.096397352574478,6
25,0.8823848833076349,58.24448767035644,5.274216158845531,p.sig,-2.925853882739264,6
26,0.5603758830201333,75.06695491244942,5.120566302896393,p.g0,-25.28321559731556,6
26,0.5603758830201333,75.06695491244942,5.120566302896393,p.D,-14.657228285060123,6
26,0.5603758830201333,75.06695491244942,5.120566302896393,p.sig,25.111591520749034,6
27,0.5313538581643409,69.34826466574117,7.027680127105413,p.g0,-29.152818911421214,6
27,0.5313538581643409,69.34826466574117,7.027680127105413,p.D,17.128002118423545,6
27,0.5313538581643409,69.34826466574117,7.027680127105413,p.sig,15.580441109568616,6
28,0.8499310209345229,50.909361255506134,6.674889727492937,p.g0,13.32413612460305,6
28,0.8499310209345229,50.909361255506134,6.674889727492937,p.D,11.248162124882288,6
28,0.8499310209345229,50.909361255506134,6.674889727492937,p.sig,-15.151064574156441,6
29,0.851519624026993,56.59552099012812,5.604584959023174,p.g0,13.535949870265732,6
29,0.851519624026993,56.59552099012812,5.604584959023174,p.D,-6.5902506829471035,6
29,0.851519624026993,56.59552099012812,5.604584959023174,p.sig,-5.674131683119796,6
30,0.8506684076370136,57.255515182649766,5.251563180637422,p.g0,13.422454351601809,6
30,0.8506684076370136,57.255515182649766,5.251563180637422,p.D,-12.473946989376294,6
30,0.8506684076370136,57.255515182649766,5.251563180637422,p.sig,-4.57414136225039,6
31,0.8634993668891731,55.66594979421875,5.4889506545008,p.g0,15.133248918556408,6
31,0.8634993668891731,55.66594979421875,5.4889506545008,p.D,-8.51748909165333,6
31,0.8634993668891731,55.66594979421875,5.4889506545008,p.sig,-7.223417009635422,6
32,0.9598121596807381,54.380906153285714,5.006609941753659,p.g0,27.97495462409841,6
32,0.9598121596807381,54.380906153285714,5.006609941753659,p.D,-16.556500970772348,6
32,0.9598121596807381,54.380906153285714,5.006609941753659,p.sig,-9.365156411190476,6
33,0.7118719033028137,67.222369140056,5.637181715337522,p.g0,-5.083746226291508,6
33,0.7118719033028137,67.222369140056,5.637181715337522,p.D,-6.046971411041305,6
33,0.7118719033028137,67.222369140056,5.637181715337522,p.sig,12.037281900093339,6
34,0.919019817674636,54.23585106747952,6.738664555493859,p.g0,22.53597568995147,6
34,0.919019817674636,54.23585106747952,6.738664555493859,p.D,12.311075924897647,6
34,0.919019817674636,54.23585106747952,6.738664555493859,p.sig,-9.60691488753413,6
35,0.3432485730087143,79.94886444594776,6.671714787434605,p.g0,-54.2335235988381,6
35,0.3432485730087143,79.94886444594776,6.671714787434605,p.D,11.19524645724342,6
35,0.3432485730087143,79.94886444594776,6.671714787434605,p.sig,33.24810740991293,6
36,0.9254684277283207,59.82700388431355,6.082153223363639,p.g0,23.395790363776094,6
36,0.9254684277283207,59.82700388431355,6.082153223363639,p.D,1.369220389393977,6
36,0.9254684277283207,59.82700388431355,6.082153223363639,p.sig,-0.2883268594774198,6
37,0.6388997627503291,71.64605643417397,5.196413627897162,p.g0,-14.813364966622785,6
37,0.6388997627503291,71.64605643417397,5.196413627897162,p.D,-13.393106201713959,6
37,0.6388997627503291,71.64605643417397,5.196413627897162,p.sig,19.41009405695662,6
38,0.9999999997417612,52.26017261280384,5.853775681884696,p.g0,33.33333329890149,6
38,0.9999999997417612,52.26017261280384,5.853775681884696,p.D,-2.4370719685884,6
38,0.9999999997417612,52.26017261280384,5.853775681884696,p.sig,-12.899712311993596,6
39,0.9586218026547834,52.48097186352646,5.521622406033487,p.g0,27.816240353971118,6
39,0.9586218026547834,52.48097186352646,5.521622406033487,p.D,-7.972959899441889,6
39,0.9586218026547834,52.48097186352646,5.521622406033487,p.sig,-12.531713560789228,6
40,0.29059486027158393,93.22610562419727,5.389282106269139,p.g0,-61.25401863045548,6
40,0.29059486027158393,93.22610562419727,5.389282106269139,p.D,-10.178631562181018,6
40,0.29059486027158393,93.22610562419727,5.389282106269139,p.sig,55.376842706995454,6
41,0.5851831457554434,63.826855340135864,7.032257905348511,p.g0,-21.97558056594088,6
41,0.5851831457554434,63.826855340135864,7.032257905348511,p.D,17.204298422475187,6
41,0.5851831457554434,63.826855340135864,7.032257905348511,p.sig,6.378092233559775,6
42,0.9999999994109672,51.85411909723551,4.894922723595222,p.g0,33.33333325479562,6
42,0.9999999994109672,51.85411909723551,4.894922723595222,p.D,-18.4179546067463,6
42,0.9999999994109672,51.85411909723551,4.894922723595222,p.sig,-13.576468171274147,6
43,0.9326776764001781,58.15720329418972,4.5174882109634975,p.g0,24.357023520023745,6
43,0.9326776764001781,58.15720329418972,4.5174882109634975,p.D,-24.70852981727504,6
43,0.9326776764001781,58.15720329418972,4.5174882109634975,p.sig,-3.0713278430171322,6
44,0.760656579029741,63.79101358540691,4.968163273533926,p.g0,1.4208772039654725,6
44,0.760656579029741,63.79101358540691,4.968163273533926,p.D,-17.19727877443457,6
44,0.760656579029741,63.79101358540691,4.968163273533926,p.sig,6.31835597567818,6
45,0.8289020015311296,57.43448599526075,4.953491701417793,p.g0,10.520266870817279,6
45,0.8289020015311296,57.43448599526075,4.953491701417793,p.D,-17.441804976370122,6
45,0.8289020015311296,57.43448599526075,4.953491701417793,p.sig,-4.275856674565415,6
46,0.9999999998383673,53.612201707407614,5.316944858391243,p.g0,33.333333311782305,6
46,0.9999999998383673,53.612201707407614,5.316944858391243,p.D,-11.384252360145952,6
46,0.9999999998383673,53.612201707407614,5.316944858391243,p.sig,-10.646330487653977,6
47,0.837322060925796,55.92949235702255,6.418514986135505,p.g0,11.642941456772798,6
47,0.837322060925796,55.92949235702255,6.418514986135505,p.D,6.975249768925081,6
47,0.837322060925796,55.92949235702255,6.418514986135505,p.sig,-6.784179404962411,6
48,0.7413996141287972,57.789038125623826,8.047035426782294,p.g0,-1.1467181161603759,6
48,0.7413996141287972,57.789038125623826,8.047035426782294,p.D,34.117257113038235,6
48,0.7413996141287972,57.789038125623826,8.047035426782294,p.sig,-3.6849364572936234,6
49,0.5244385845919138,79.81223500825675,4.48816097484906,p.g0,-30.07485538774482,6
49,0.5244385845919138,79.81223500825675,4.48816097484906,p.D,-25.197317085849,6
49,0.5244385845919138,79.81223500825675,4.48816097484906,p.sig,33.02039168042791,6
50,0.5074945113170598,70.50486920612808,6.60019691960504,p.g0,-32.33406515772536,6
50,0.5074945113170598,70.50486920612808,6.60019691960504,p.D,10.003281993417328,6
50,0.5074945113170598,70.50486920612808,6.60019691960504,p.sig,17.508115343546795,6
51,0.9999999999026082,48.39945768437977,5.842397076143333,p.g0,33.33333332034776,6
51,0.9999999999026082,48.39945768437977,5.842397076143333,p.D,-2.6267153976111235,6
51,0.9999999999026082,48.39945768437977,5.842397076143333,p.sig,-19.334237192700385,6
52,0.7681226874765543,56.92602469654444,7.430241471477203,p.g0,2.4163583302072427,6
52,0.7681226874765543,56.92602469654444,7.430241471477203,p.D,23.83735785795338,6
52,0.7681226874765543,56.92602469654444,7.430241471477203,p.sig,-5.123292172425937,6
53,0.615267720577934,58.97743607236521,7.07807628184294,p.g0,-17.964303922942136,6
53,0.615267720577934,58.97743607236521,7.07807628184294,p.D,17.967938030715672,6
53,0.615267720577934,58.97743607236521,7.07807628184294,p.sig,-1.7042732127246534,6
54,0.9999999993224871,54.741139194866115,5.441098252120233,p.g0,33.33333324299828,6
54,0.9999999993224871,54.741139194866115,5.441098252120233,p.D,-9.315029131329444,6
54,0.9999999993224871,54.741139194866115,5.441098252120233,p.sig,-8.764768008556475,6
55,0.650168372609718,56.92988419712517,7.708679735263195,p.g0,-13.310883652037594,6
55,0.650168372609718,56.92988419712517,7.708679735263195,p.D,28.477995587719924,6
55,0.650168372609718,56.92988419712517,7.708679735263195,p.sig,-5.116859671458052,6
56,0.9571514173943774,52.65874917074159,6.623068342827354,p.g0,27.620188985916982,6
56,0.9571514173943774,52.65874917074159,6.623068342827354,p.D,10.3844723804559,6
56,0.9571514173943774,52.65874917074159,6.623068342827354,p.sig,-12.235418048764023,6
57,0.5854879487227012,61.84941456589083,6.524217681825135,p.g0,-21.934940170306515,6
57,0.5854879487227012,61.84941456589083,6.524217681825135,p.D,8.736961363752254,6
57,0.5854879487227012,61.84941456589083,6.524217681825135,p.sig,3.082357609818054,6
58,0.8104424297248337,59.31156821560973,6.6893295071657395,p.g0,8.05899062997783,6
58,0.8104424297248337,59.31156821560973,6.6893295071657395,p.D,11.488825119428991,6
58,0.8104424297248337,59.31156821560973,6.6893295071657395,p.sig,-1.147386307317113,6
59,0.998914789545179,53.6008855101193,6.209080349972208,p.g0,33.188638606023865,6
59,0.998914789545179,53.6008855101193,6.209080349972208,p.D,3.484672499536797,6
59,0.998914789545179,53.6008855101193,6.209080349972208,p.sig,-10.665190816467836,6
60,0.6886861692815479,59.35392151003797,6.567727777966053,p.g0,-8.175177429126945,6
60,0.6886861692815479,59.35392151003797,6.567727777966053,p.D,9.462129632767551,6
60,0.6886861692815479,59.35392151003797,6.567727777966053,p.sig,-1.0767974832700489,6
61,0.9166906842937242,55.38656445327047,5.130437347046995,p.g0,22.225424572496564,6
61,0.9166906842937242,55.38656445327047,5.130437347046995,p.D,-14.492710882550078,6
61,0.9166906842937242,55.38656445327047,5.130437347046995,p.sig,-7.6890592445492105,6
62,0.6768486660632161,55.24996485453399,7.703862843265184,p.g0,-9.75351119157118,6
62,0.6768486660632161,55.24996485453399,7.703862843265184,p.D,28.39771405441973,6
62,0.6768486660632161,55.24996485453399,7.703862843265184,p.sig,-7.916725242443347,6
63,0.6782491024496098,64.24405970742077,6.1112676419490475,p.g0,-9.56678634005203,6
63,0.6782491024496098,64.24405970742077,6.1112676419490475,p.D,1.8544606991507913,6
63,0.6782491024496098,64.24405970742077,6.1112676419490475,p.sig,7.073432845701292,6
64,0.6397180258059106,58.65820757554182,7.254622146376247,p.g0,-14.70426322587858,6
64,0.6397180258059106,58.65820757554182,7.254622146376247,p.D,20.910369106270778,6
64,0.6397180258059106,58.65820757554182,7.254622146376247,p.sig,-2.236320707430295,6
65,0.874111427432338,57.83499939648769,7.023009805890354,p.g0,16.54819032431174,6
65,0.874111427432338,57.83499939648769,7.023009805890354,p.D,17.050163431505894,6
65,0.874111427432338,57.83499939648769,7.023009805890354,p.sig,-3.608334339187185,6
66,0.9999999996519878,48.040269891651754,5.69484532367241,p.g0,33.33333328693171,6
66,0.9999999996519878,48.040269891651754,5.69484532367241,p.D,-5.085911272126506,6
66,0.9999999996519878,48.040269891651754,5.69484532367241,p.sig,-19.932883513913744,6
67,0.908095299083277,56.2788933613455,4.702355320794584,p.g0,21.0793732111036,6
67,0.908095299083277,56.2788933613455,4.702355320794584,p.D,-21.627411320090275,6
67,0.908095299083277,56.2788933613455,4.702355320794584,p.sig,-6.201844397757495,6
68,0.924972838393206,55.57056669402545,6.32628340040093,p.g0,23.3297117857608,6
68,0.924972838393206,55.57056669402545,6.32628340040093,p.D,5.438056673348838,6
68,0.924972838393206,55.57056669402545,6.32628340040093,p.sig,-7.382388843290914,6
69,0.6975676916090001,64.56355066406037,4.992952408133002,p.g0,-6.990974452133318,6
69,0.6975676916090001,64.56355066406037,4.992952408133002,p.D,-16.784126531116637,6
69,0.6975676916090001,64.56355066406037,4.992952408133002,p.sig,7.605917773433954,6
70,0.6884252101535021,64.41701175880273,5.939304243262429,p.g0,-8.209971979533053,6
70,0.6884252101535021,64.41701175880273,5.939304243262429,p.D,-1.011595945626187,6
70,0.6884252101535021,64.41701175880273,5.939304243262429,p.sig,7.361686264671216,6
71,0.9492957518225961,57.442600754982436,6.219253465409684,p.g0,26.572766909679473,6
71,0.9492957518225961,57.442600754982436,6.219253465409684,p.D,3.6542244234947376,6
71,0.9492957518225961,57.442600754982436,6.219253465409684,p.sig,-4.262332075029273,6
72,0.9999999977349687,49.66848787707441,5.263813929839598,p.g0,33.33333303132917,6
72,0.9999999977349687,49.66848787707441,5.263813929839598,p.D,-12.2697678360067,6
72,0.9999999977349687,49.66848787707441,5.263813929839598,p.sig,-17.219186871542647,6
73,0.6904851934520534,63.99702451229574,6.33968357110856,p.g0,-7.935307539726215,6
73,0.6904851934520534,63.99702451229574,6.33968357110856,p.D,5.661392851809341,6
73,0.6904851934520534,63.99702451229574,6.33968357110856,p.sig,6.661707520492896,6
74,0.9999999994757347,51.252375504999016,6.372369616505753,p.g0,33.33333326343129,6
74,0.9999999994757347,51.252375504999016,6.372369616505753,p.D,6.206160275095884,6
74,0.9999999994757347,51.252375504999016,6.372369616505753,p.sig,-14.579374158334973,6
75,0.7838406443495974,60.59430402636915,6.554272696782343,p.g0,4.512085913279659,6
75,0.7838406443495974,60.59430402636915,6.554272696782343,p.D,9.237878279705718,6
75,0.7838406443495974,60.59430402636915,6.554272696782343,p.sig,0.9905067106152524,6
76,0.6019249242748981,69.061133353736,4.823818080441887,p.g0,-19.743343430013592,6
76,0.6019249242748981,69.061133353736,4.823818080441887,p.D,-19.603031992635213,6
76,0.6019249242748981,69.061133353736,4.823818080441887,p.sig,15.101888922893329,6
77,0.9999999928435119,54.200555477737105,6.819509177565906,p.g0,33.33333237913492,6
77,0.9999999928435119,54.200555477737105,6.819509177565906,p.D,13.658486292765101,6
77,0.9999999928435119,54.200555477737105,6.819509177565906,p.sig,-9.66574087043816,6
78,0.76057947753924,69.52792124987603,5.014784539271769,p.g0,1.410597005232006,6
78,0.76057947753924,69.52792124987603,5.014784539271769,p.D,-16.42025767880385,6
78,0.76057947753924,69.52792124987603,5.014784539271769,p.sig,15.879868749793383,6
79,0.9999999995625458,47.59481250777283,7.101138596056591,p.g0,33.33333327500611,6
79,0.9999999995625458,47.59481250777283,7.101138596056591,p.D,18.352309934276523,6
79,0.9999999995625458,47.59481250777283,7.101138596056591,p.sig,-20.675312487045286,6
80,0.9999999999762672,56.3020005811609,5.756798329424665,p.g0,33.33333333016896,6
80,0.9999999999762672,56.3020005811609,5.756798329424665,p.D,-4.05336117625558,6
80,0.9999999999762672,56.3020005811609,5.756798329424665,p.sig,-6.163332364731839,6
81,0.9999999998271926,53.706917545462375,6.366432679672054,p.g0,33.33333331029234,6
81,0.9999999998271926,53.706917545462375,6.366432679672054,p.D,6.107211327867571,6
81,0.9999999998271926,53.706917545462375,6.366432679672054,p.sig,-10.488470757562709,6
82,0.9764723633691877,62.92286462598528,3.909220825244085,p.g0,30.196315115891696,6
82,0.9764723633691877,62.92286462598528,3.909220825244085,p.D,-34.84631957926525,6
82,0.9764723633691877,62.92286462598528,3.909220825244085,p.sig,4.871441043308795,6
83,0.9999999999167185,57.862254861360256,5.4862226511213885,p.g0,33.33333332222914,6
83,0.9999999999167185,57.862254861360256,5.4862226511213885,p.D,-8.562955814643525,6
83,0.9999999999167185,57.862254861360256,5.4862226511213885,p.sig,-3.562908564399573,6
84,0.8729857286418881,62.83212506022539,5.600846335436128,p.g0,16.398097152251744,6
84,0.8729857286418881,62.83212506022539,5.600846335436128,p.D,-6.652561076064527,6
84,0.8729857286418881,62.83212506022539,5.600846335436128,p.sig,4.7202084337089785,6
85,0.9999999989421766,45.502978220259564,8.073342016372825,p.g0,33.33333319229021,6
85,0.9999999989421766,45.502978220259564,8.073342016372825,p.D,34.555700272880415,6
85,0.9999999989421766,45.502978220259564,8.073342016372825,p.sig,-24.16170296623406,6
86,0.8178882106555917,68.24001840551952,4.853179535582855,p.g0,9.051761420745558,6
86,0.8178882106555917,68.24001840551952,4.853179535582855,p.D,-19.11367440695241,6
86,0.8178882106555917,68.24001840551952,4.853179535582855,p.sig,13.733364009199203,6
87,0.6935998237204971,69.18946479081002,5.423466729574699,p.g0,-7.520023503933719,6
87,0.6935998237204971,69.18946479081002,5.423466729574699,p.D,-9.608887840421687,6
87,0.6935998237204971,69.18946479081002,5.423466729574699,p.sig,15.315774651350036,6
88,0.7417085129147761,57.418579075491856,5.543254740746058,p.g0,-1.1055316113631828,6
88,0.7417085129147761,57.418579075491856,5.543254740746058,p.D,-7.612420987565693,6
88,0.7417085129147761,57.418579075491856,5.543254740746058,p.sig,-4.302368207513574,6
89,0.6041781718263576,59.0379967793217,7.603276784716622,p.g0,-19.442910423152323,6
89,0.6041781718263576,59.0379967793217,7.603276784716622,p.D,26.721279745277027,6
89,0.6041781718263576,59.0379967793217,7.603276784716622,p.sig,-1.6033387011304967,6
90,0.5515071886501218,60.28420523115361,6.857398723251251,p.g0,-26.465708179983753,6
90,0.5515071886501218,60.28420523115361,6.857398723251251,p.D,14.28997872085418,6
90,0.5515071886501218,60.28420523115361,6.857398723251251,p.sig,0.47367538525601083,6
91,0.6180598403802305,66.07651897449784,5.605976151251559,p.g0,-17.592021282635926,6
91,0.6180598403802305,66.07651897449784,5.605976151251559,p.D,-6.567064145807351,6
91,0.6180598403802305,66.07651897449784,5.605976151251559,p.sig,10.127531624163073,6
92,0.5171761499193477,83.07801391045395,5.581285905365563,p.g0,-31.04318001075364,6
92,0.5171761499193477,83.07801391045395,5.581285905365563,p.D,-6.978568243907279,6
92,0.5171761499193477,83.07801391045395,5.581285905365563,p.sig,38.46335651742325,6
93,0.7741030952440975,53.8651584808704,7.34504756852744,p.g0,3.213746032546331,6
93,0.7741030952440975,53.8651584808704,7.34504756852744,p.D,22.41745947545734,6
93,0.7741030952440975,53.8651584808704,7.34504756852744,p.sig,-10.224735865216001,6
94,0.7721010817462837,62.064310441382645,5.714392206288395,p.g0,2.946810899504489,6
94,0.7721010817462837,62.064310441382645,5.714392206288395,p.D,-4.76012989519341,6
94,0.7721010817462837,62.064310441382645,5.714392206288395,p.sig,3.4405174023044083,6
95,0.9625015348900431,54.9192290086135,4.847944413461336,p.g0,28.33353798533908,6
95,0.9625015348900431,54.9192290086135,4.847944413461336,p.D,-19.20092644231106,6
95,0.9625015348900431,54.9192290086135,4.847944413461336,p.sig,-8.467951652310836,6
96,0.5923759580097709,64.00159196147234,6.645826910380903,p.g0,-21.01653893203054,6
96,0.5923759580097709,64.00159196147234,6.645826910380903,p.D,10.763781839681712,6
96,0.5923759580097709,64.00159196147234,6.645826910380903,p.sig,6.669319935787238,6
97,0.6931993297561215,65.38556919286653,6.048364473688686,p.g0,-7.573422699183796,6
97,0.6931993297561215,65.38556919286653,6.048364473688686,p.D,0.8060745614780984,6
97,0.6931993297561215,65.38556919286653,6.048364473688686,p.sig,8.975948654777545,6
98,0.8131446335894891,59.54572389061623,5.40028126436705,p.g0,8.419284478598543,6
98,0.8131446335894891,59.54572389061623,5.40028126436705,p.D,-9.995312260549172,6
98,0.8131446335894891,59.54572389061623,5.40028126436705,p.sig,-0.7571268489729496,6
99,0.8990024943725505,57.3386733773769,6.364463351932071,p.g0,19.866999249673402,6
99,0.8990024943725505,57.3386733773769,6.364463351932071,p.D,6.074389198867847,6
99,0.8990024943725505,57.3386733773769,6.364463351932071,p.sig,-4.4355443710385005,6
100,0.9999999997907524,51.4592823996631,6.153915101404465,p.g0,33.33333330543365,6
100,0.9999999997907524,51.4592823996631,6.153915101404465,p.D,2.5652516900744144,6
100,0.9999999997907524,51.4592823996631,6.153915101404465,p.sig,-14.23452933389483,6
101,0.6620172048465672,60.8949672478561,5.325838887233183,p.g0,-11.731039353791035,6
101,0.6620172048465672,60.8949672478561,5.325838887233183,p.D,-11.236018546113618,6
101,0.6620172048465672,60.8949672478561,5.325838887233183,p.sig,1.4916120797601689,6
102,0.9256018619823468,61.38288218283263,4.159897767720842,p.g0,23.413581597646246,6
102,0.9256018619823468,61.38288218283263,4.159897767720842,p.D,-30.66837053798596,6
102,0.9256018619823468,61.38288218283263,4.159897767720842,p.sig,2.3048036380543855,6
103,0.6620702502694501,61.56295801976619,6.602113326106508,p.g0,-11.723966630739985,6
103,0.6620702502694501,61.56295801976619,6.602113326106508,p.D,10.035222101775137,6
103,0.6620702502694501,61.56295801976619,6.602113326106508,p.sig,2.604930032943654,6
104,0.6241306066987938,67.39362615381118,5.588675317107081,p.g0,-16.782585773494155,6
104,0.6241306066987938,67.39362615381118,5.588675317107081,p.D,-6.855411381548644,6
104,0.6241306066987938,67.39362615381118,5.588675317107081,p.sig,12.322710256351971,6
105,0.6981857838206726,62.4449899114895,6.330837494342591,p.g0,-6.908562157243647,6
105,0.6981857838206726,62.4449899114895,6.330837494342591,p.D,5.513958239043179,6
105,0.6981857838206726,62.4449899114895,6.330837494342591,p.sig,4.074983185815834,6
106,0.9999999989289051,47.20160983191332,7.177342560514949,p.g0,33.33333319052068,6
106,0.9999999989289051,47.20160983191332,7.177342560514949,p.D,19.622376008582478,6
106,0.9999999989289051,47.20160983191332,7.177342560514949,p.sig,-21.33065028014446,6
107,0.4944844981522002,70.8545074313909,6.768923615090286,p.g0,-34.06873357970664,6
107,0.4944844981522002,70.8545074313909,6.768923615090286,p.D,12.815393584838105,6
107,0.4944844981522002,70.8545074313909,6.768923615090286,p.sig,18.090845718984834,6
108,0.9933359025891918,50.19636097512227,5.894620989683226,p.g0,32.44478701189224,6
108,0.9933359025891918,50.19636097512227,5.894620989683226,p.D,-1.7563168386129036,6
108,0.9933359025891918,50.19636097512227,5.894620989683226,p.sig,-16.33939837479622,6
109,0.727731023060771,56.72863161777878,8.774324886943235,p.g0,-2.969196925230537,6
109,0.727731023060771,56.72863161777878,8.774324886943235,p.D,46.23874811572059,6
109,0.727731023060771,56.72863161777878,8.774324886943235,p.sig,-5.452280637035365,6
110,0.6045777940044466,61.46366377475378,6.434132740874436,p.g0,-19.38962746607379,6
110,0.6045777940044466,61.46366377475378,6.434132740874436,p.D,7.235545681240607,6
110,0.6045777940044466,61.46366377475378,6.434132740874436,p.sig,2.439439624589639,6
