Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22,grad,,
94.10186144,87.30276296,87.2108973,84.44314869,75.88594195,72.36320489,72.27255784,73.22593975,61.94184175,64.86176041,63.82447511,63.53313876,65.26245408,61.5233377,62.79378473,63.21614272,63.83298083,66.88859631,68.49511553,69.41124205,69.78184796,73.46433579,116.4,1565.637369,1822.401897
94.49285282,86.65003268,86.0866964,78.5332,78.49262828,72.40552807,76.29732559,68.08179862,66.32676835,66.02708745,65.36712873,64.12316733,69.1781501,62.19741286,62.97735283,65.71891953,64.81463759,64.01810072,67.46553804,63.66477704,65.75869707,75.98797546,116.4,1564.665776,1821.270963
95.51865218,90.60037723,87.46087414,79.76223978,78.76095522,80.35725438,69.73947981,72.43878205,71.18637729,67.56250738,60.59578758,57.80790023,66.80335894,62.18720173,64.18487754,61.81712791,60.4137793,67.13569245,65.80631464,65.22054445,63.07965117,74.7758209,116.4,1563.215556,1819.582908
93.47541087,90.50489372,90.12637066,86.26291114,81.72888773,77.99036081,71.23183843,69.67622391,73.31119772,67.38985702,63.69786599,65.80425361,64.31573882,60.91903796,62.27248636,59.50668655,67.09858182,64.72702794,63.31362391,74.26634152,75.07036091,71.26175352,116.4,1593.951711,1855.359791
96.21896655,89.09622401,86.1155967,83.32955163,77.38436871,77.43346552,70.0167347,68.81644575,73.27707137,66.47376393,64.08851642,64.62432598,68.32739895,62.35149849,62.7138527,65.46861464,62.70111619,65.09421478,66.90155977,67.77775495,67.53258803,67.92227561,116.4,1573.665905,1831.747114
93.88131671,88.73261569,87.24389622,83.47638828,81.5832843,75.14962119,76.71549675,68.32271623,71.01259776,69.12743791,66.97157342,63.79576859,61.17388442,59.95205395,65.05027961,65.46026525,60.12621455,68.05244956,65.44073218,71.29863443,73.51139143,68.31099607,116.4,1584.389615,1844.229511
95.37405055,91.80710091,83.1211676,88.20231901,81.79574611,74.12671721,71.46589692,66.52041406,71.33194668,59.70423203,61.16503993,61.99124227,62.10275384,57.45814182,60.81114315,65.57012301,64.35814851,64.33579315,63.92561846,65.20630769,66.12239709,68.528911,116.4,1545.025211,1798.409346
97.44193328,84.58895908,86.13108161,78.40937238,81.23906315,74.65692684,72.52245714,69.73148645,68.84186057,67.5976812,65.69744472,60.4624319,66.66767902,69.49965205,63.77453773,65.141781,62.43882872,60.21783712,63.96872386,67.55881791,71.80817008,71.63499376,116.4,1570.03172,1827.516922
95.65353049,93.6401491,87.95130356,85.60066717,81.61831636,73.63882301,74.0579742,67.6587752,70.32492636,66.65765198,63.93954266,66.00989055,64.42844965,62.65587704,61.94673487,67.71899024,62.76895247,64.24957228,71.13544882,65.87610659,66.08074382,68.14671936,116.4,1581.759146,1841.167646
93.59630797,90.39890608,88.89957675,81.57547587,76.92505954,78.72364248,74.19054682,74.19583068,64.20559777,68.52266561,63.56327593,62.06797245,62.15704696,62.75728573,63.08496357,67.81018757,63.09576447,62.13173531,65.02212117,71.34930106,68.5132952,67.7012555,116.4,1570.487815,1828.047816
97.5823999,92.41225895,85.55766986,84.22474437,74.9890943,73.49537505,70.69415856,68.23340736,69.17595781,64.82448673,57.91405392,64.74829246,63.37944735,61.57824494,60.9980372,61.55995587,60.80596197,65.06579572,67.48055756,66.76301562,65.99435647,65.79120079,116.4,1543.268473,1796.364502
