sim,g0,sigma,D
207,0.5580958869389635,76.80551611702563,1.7323720562352498
208,0.976541774886047,56.01069383549754,2.641733754952099
209,0.9999999971349381,51.58987519833074,2.7884049209697466
210,0.4312438546689274,81.18807138771514,3.0981088611902146
211,0.9999999264877503,55.43945617331706,3.06107163478265
212,0.6736377769449534,67.70839785579861,3.016366098047014
213,0.9999999947255249,49.97852411947694,2.2244757976145255
214,0.999999997110082,63.24541129910556,1.880426898878727
215,0.6715403226624869,68.21096844454904,2.5754382433318734
216,0.6831342001456078,60.09874232595934,3.146168568167218
217,0.901911894667422,44.522342775426424,4.137612811187875
218,0.8191734778712273,65.34964097101341,2.6464926591078024
219,0.9999999994997829,55.39023096210303,2.128067714519782
220,0.7149508601125484,65.61125311902482,3.0340948492865136
221,0.8909707283757001,49.98124813233669,3.7781543335638044
222,0.47547378045705785,68.92915682559376,3.0107898079355047
223,0.8126651944291905,56.86735897266017,3.2027673566001
224,0.9999999967204247,51.11424201981981,3.761116324305803
225,0.7009033969399904,62.90109607644157,2.4456681714754676
226,0.7812858640494321,58.11330059167142,3.006300515076308
227,0.8062903823869243,50.11051005984764,3.039201506557465
228,0.5078758075089891,73.23510657324609,2.9764168206999084
229,0.8942792099368958,60.49958974327552,2.2858325552406997
230,0.9999999869501655,48.46255889665651,3.7208624142072857
231,0.7375950043691213,55.17110872925275,3.257278741846903
232,0.3844491170315186,74.35189628401595,4.20365419864815
233,0.9999999674099624,47.721157213359106,3.1795295156067467
234,0.3994272390533891,73.41723114162687,3.420674930614435
235,0.8214139246592005,53.690112595794005,2.8290655276544014
236,0.9999999951768953,48.130769806810356,2.942029172578844
237,0.9096620043182796,61.78201067121335,1.9663282315409043
238,0.5774200432332321,68.3088539924215,2.5672995837934764
239,0.9999999992238356,45.07599925081095,3.645246629019083
240,0.7722778334791738,49.89906237995678,2.9244123470780568
241,0.9999999966427575,45.56935146693221,3.9200634750533743
242,0.5290873605580056,81.85401799410118,2.1468117754369556
243,0.5278994635503034,60.701913630887596,3.740254852223215
244,0.5801185412153438,73.43419038152363,1.8060903723419468
245,0.6374448009262533,72.77193208341721,2.191689890688731
246,0.682384014652987,58.238411139044864,3.087107648092651
247,0.6403954048704728,65.49750902523117,2.635042036863364
248,0.9999999987334062,42.74412242018737,2.9654341030179734
249,0.515641513658545,60.11956982873661,3.7439273462558647
250,0.6511901229213835,55.753512303526165,4.309108608507745
251,0.9999999988355435,62.189279363901676,2.0675674074873394
252,0.6314299633321776,61.95117236820902,3.8788096346355903
253,0.8188430578554592,52.052324800317336,2.4291779778041156
254,0.9999999944348659,50.13148272851684,2.890352222651425
255,0.9162431440316632,60.996871935791326,2.388100901290597
256,0.5345786923142721,72.98353416035987,2.1005990469521443
257,0.7274746779893645,74.16620748993249,2.389189893914114
258,0.9692723854655114,40.315481339941684,4.0935004084262125
259,0.9999999902409362,56.45806591436934,2.6607605016696807
260,0.7756507146971076,54.70894075279435,3.897067890784042
261,0.9999999975278233,54.334794792828795,2.9635500846532685
262,0.7522098631478427,61.58261915025151,2.759384532316826
263,0.7680112294203467,53.49296343966259,3.6226803034498056
264,0.9999999988527221,51.40811385464497,3.267493867465812
265,0.9644088730067062,56.46670456344284,2.4657172628200974
266,0.48500061715669707,68.60709300215494,4.019849405287237
267,0.9999999991209187,50.57848654506596,2.9535793200040086
268,0.4629021942105666,92.25560684256844,1.8764889973541408
269,0.6493977443885974,67.61073292278807,2.7518855130255284
270,0.7929248109977045,64.75001281710492,2.4921166556430476
271,0.6280972257108977,63.2329871132897,3.7789872924798567
272,0.776041521779729,64.47582261628156,3.1958589307700573
273,0.7239936010160306,65.46367957708128,2.599805200515105
274,0.3699490677522108,81.91400974882366,2.5571600931292156
275,0.9055457295360845,64.68656232396864,2.974080098930579
276,0.9999999962870744,44.783045506922385,3.676817971186426
277,0.9999999548906598,53.690186402147866,2.7421583064450785
278,0.9014617313282521,68.84736908424975,1.994365909299952
279,0.999999998928318,50.42901794350087,3.251462577229928
280,0.6743955286930333,69.8476353866999,2.8036589054338363
281,0.9999999926388125,46.02857007022448,2.9017161951245454
282,0.5842671447011398,62.603075130209916,3.105212687646312
283,0.9999999972795878,52.20909147935112,2.655717883920793
284,0.9063247322234006,55.298396120584975,2.635181269321941
285,0.6963425997474512,48.928845175813564,4.043497404237996
286,0.700680809560261,61.18413612357627,3.2968671170064794
287,0.7672660528029518,55.291195687375456,2.8517783708802744
288,0.9257641119186122,57.805349739251824,2.3714782000780428
289,0.6222601797737807,65.49384235190945,3.1506060907267246
290,0.9999999981030531,46.85917715518844,3.3600685058595956
291,0.9455800074180123,60.03497607630147,2.2315856158863703
292,0.7370128486127626,57.14176721526939,4.003941678188924
293,0.914284741720503,60.70867626026808,2.6462342432411825
294,0.8628829841292879,53.54855845676548,3.1349114832283496
295,0.9999999913905051,54.01715197037327,2.897268564115957
296,0.9519484783268977,56.59469785103436,2.5643857196084245
297,0.6415893760081667,67.69538046647719,2.9420343050618074
298,0.7603549464095188,53.96446638999016,4.240896328189122
299,0.5926511822067512,66.72285134323593,3.3568719696842813
300,0.999999998907815,50.87202198399371,2.9322388957671137
301,0.5780475500583665,63.319347041446825,3.897117884894165
302,0.8554296652789709,49.476016113404164,3.2884523941833335
303,0.7427094580815821,47.354970014385536,4.160397978990348
304,0.9097217874995246,55.51354317470386,3.066569677235086
305,0.9174636373102538,54.51333202695141,2.4788892998465117
306,0.9999999991345376,47.53158820545051,2.3710915838853523
307,0.6378584051863608,62.86301360644078,2.80377786641638
308,0.6583444562394836,64.47951663853735,2.6451610461450494
309,0.5675815979810921,55.86139584332653,3.5149508848200792
310,0.7446291537322982,53.53070292213856,3.5927145765465127
311,0.5718621326028953,82.29546311069593,2.3764230735964653
312,0.6451585677729004,71.9042633384517,3.4776350763779185
313,0.8269910171280709,59.1189632721204,3.1825738157006764
314,0.6018172423400155,57.50781513233273,3.7920269413674492
315,0.999999987519855,44.289689266426386,3.279074673959641
316,0.9999999769544325,47.57609037909573,3.191979274589479
317,0.4481866150667378,71.47540678703176,2.7654609199707214
318,0.9999999942811705,45.52339559917507,2.3987693397693906
319,0.9519183859600318,53.165314759517976,2.4973820265024522
320,0.9999999993510567,48.11463784592379,3.3492607685221265
321,0.6496355403619607,64.6588695235048,2.750167556670263
322,0.6637102997685723,65.66202829720807,3.3588263217969616
323,0.5879754534357293,67.10569523624096,3.4398342453850423
324,0.8149896228305195,57.005664783538506,2.7176275182238334
325,0.7518234712998608,71.79684974322984,1.8747168798292306
326,0.8925592248279595,56.21935627708741,3.054866048635897
327,0.6955810824661501,64.56491432054479,3.422555812008827
328,0.9780940532089755,52.61333084059815,2.5772014174316937
329,0.9999999993576878,55.898121517792205,3.787782487162625
330,0.44864379137374716,57.88150419084104,4.864290187861446
331,0.7086140912281659,71.05165171827437,2.198623434800515
332,0.6801871282008503,71.64840280071519,2.1515945206459905
333,0.8947329659143085,57.80974373538178,2.682532534156586
334,0.6225104702998775,70.29719331359142,2.7579747992804124
335,0.9999999411131467,50.472771703611905,2.483706909385328
336,0.9999999990936803,49.79189404352856,3.9841075502135257
337,0.7846395776985668,56.27557582928954,3.9146171083968464
338,0.9999090291946063,51.38618763938544,3.8298988622334478
339,0.35557099378380974,73.04494413464575,4.123159713458964
340,0.999999995668035,47.669036604474655,3.1839891310967428
341,0.9999999992719737,51.809937289682345,2.866108535719041
342,0.7341438637948864,59.247047051292995,3.244984808702097
343,0.5732240391387812,86.13703812317421,2.2155079273701497
344,0.9999999981794825,49.71307516745061,1.6552513655912617
345,0.8826689553851709,52.335909735547396,3.4789210805863338
346,0.7065224626836395,60.2145725256432,3.4484774304381354
347,0.8414003825672656,58.462000500564805,4.25859883213716
348,0.9537156905526304,63.7159560907589,2.207554896413937
349,0.6560489992949015,71.36699455043805,2.3714955511767006
350,0.8298237527860552,57.647540902676134,2.91881560310742
351,0.9640886932322393,50.19876023433485,3.551605877849534
352,0.9999999980094626,46.89041165162563,3.671909465356268
353,0.9999999983152279,39.26210640341467,3.875379689993437
354,0.6143003148057354,69.77645728868984,3.32388455454407
355,0.9462835899823079,66.24433505721105,2.251486286997785
356,0.9999999993416501,46.647245507045966,3.062992159146788
357,0.9999999983335143,49.96222773049939,2.902682058319403
358,0.6119933906246142,77.7392054058426,2.187798163028055
359,0.7553052195988754,61.212446743813175,3.5803771667421627
360,0.9999999996106453,42.820484059301805,4.6148427509692755
361,0.7410215513409419,43.70362040503953,4.1087736311066365
362,0.9388692103051584,61.31173307077635,2.8839192370312032
363,0.8038518433639097,67.5715868250595,2.484124267435494
364,0.8433775725213616,57.79950863972426,2.9676527372864787
365,0.7821466221480369,57.60000015561778,2.7555098805583937
366,0.699792889236588,52.182711111538765,4.61233720605745
367,0.9999999987743545,47.14484098018216,2.5003437630866396
368,0.9599045222665762,53.55535650185215,3.1898238666399688
369,0.9999999994299558,53.83363130977712,2.4686389601754324
370,0.6468614971590989,70.55230422636859,3.1626141316868477
371,0.9999999975417223,59.357597813906715,2.1112361766700927
372,0.9999999991816718,52.73409946234556,3.9796219734392575
373,0.9999999976648617,47.43100407855633,2.274187723656566
374,0.4549263863777441,74.91672694056172,2.822820928847081
375,0.4212975221136168,73.16077545336934,2.1695007898797596
376,0.7568889470952446,61.09612424066115,3.315909745659059
377,0.7591670298022732,62.195019815675565,3.1422687151732878
378,0.7366014293235215,59.32582800332787,4.9424619346648315
379,0.9999999991490783,56.83854370416913,2.4739819064658994
380,0.9999999934438863,47.84300326870512,4.089228391479271
381,0.8252738277042548,64.57470623429431,2.125693859128869
382,0.6625675044935654,57.21964649969441,3.3422153598290207
383,0.3103563749551694,78.58077760196015,4.754398835460204
384,0.6329743368357721,67.73234447832048,2.3555249647599985
385,0.6893032796074611,54.60486959831543,3.921166546920531
386,0.8429272983072463,67.25037534265263,1.9154005759491506
387,0.8104765697200089,66.320768758748,2.7651875085872364
388,0.9078210850099181,55.74028600720225,2.875029445421648
389,0.6714446600720517,59.59643577709579,3.3236001087089537
390,0.9522064924072846,50.27966751013893,3.475892339390572
391,0.999999998718902,44.72106111191303,3.571951448521768
392,0.9122204995813709,54.752909420259456,2.749265225183851
393,0.6354222328257618,75.47971984672786,1.7851621914504165
394,0.8189388433999337,60.271369338776665,2.9481231036081517
395,0.8521777677867258,68.88340960539388,1.8439085534597397
396,0.9999999968188569,38.32059627208731,3.5996307350059515
397,0.5496538496446878,61.65483618878587,3.6543905032394948
398,0.6347203187971177,59.4323843722885,4.631524288863972
399,0.9673574050564118,67.36517186436382,2.0417758703745177
400,0.9999999993441874,49.818789751328445,4.078503483181784
401,0.9999999976782508,54.29977053151027,2.5297463098742576
402,0.7703086611462375,68.19298847757783,1.7543021731386022
403,0.9999999980794856,54.526606618526706,3.558204401529558
404,0.49629853818248604,62.59274737307853,2.8036546868713006
405,0.7657645024603155,54.82510672303802,3.0957574657823126
406,0.9999999895892895,57.52205278745711,2.6817586614410605
407,0.20106449124175302,150.87458398616457,1.9446837878001073
408,0.6346712984398473,66.94583652903391,3.365673850571571
409,0.5819318416579844,77.41719903461903,1.8178344963532886
410,0.8456277881711155,63.18546405901943,3.5925494624518612
411,0.3953656700926031,63.412740935251605,5.055355428013051
412,0.999999999056948,47.00884190844263,2.5096849123426974
413,0.6102211921549647,69.17751398813277,3.034201752870429
414,0.8578716444563306,73.07806668536634,2.1555075388863685
415,0.8132625733232651,67.52324051460464,2.0204144890586244
416,0.594064149186576,64.96532977978039,3.6796040580407996
417,0.8721328602123201,55.36601857285287,1.9545256688190926
418,0.640402843093002,66.23620407523799,3.5761537283620206
419,0.9999999963724838,59.74600949550653,2.327119431394234
420,0.9999999986810563,54.41965776575328,2.2618892665356998
421,0.7815198083634055,50.4546185169441,2.510948203513461
422,0.9686006161275473,59.030402030554626,2.808190924385315
423,0.9955935812340103,54.50936388686438,2.1765897969554477
424,0.712212201098887,58.494915379638705,2.7781978253697743
425,0.8031152469528495,62.74594259059249,2.495872344460634
426,0.999999999042671,52.54280619951341,3.6341854296238925
427,0.7716388559063384,69.09623652349856,2.619334863362278
428,0.8318552041248235,53.80059272811895,3.095921421694
429,0.956795737887041,64.84809953848303,1.9396907215972992
430,0.5314861382002823,76.97546088310376,2.350428710937491
431,0.9206546524826569,50.58553520556783,3.632456558436569
432,0.9999999963064676,46.76670004466102,3.1581285906888934
433,0.9999999925126383,56.14404016599581,2.1767261761994297
434,0.7135659557552623,80.09894043418093,1.5935174711317694
435,0.9999999826502441,52.96700604892847,3.418224372137165
436,0.9999999990276616,45.17104000309261,2.864042366115016
437,0.5995379749961468,61.14740570984027,3.5769183626543626
438,0.5947724380494006,55.82151777320842,3.6365230792617598
439,0.8241684373380852,53.76973226179894,3.3197539173122514
440,0.5826625203931947,48.94278312337881,5.423616877064023
441,0.999999995792078,51.43739301703532,3.824916751479647
442,0.888448616274618,55.41747446020927,2.7545301654246366
443,0.6210424926074507,61.107911113790834,2.9773463090959256
444,0.5412505835783072,68.1417140877586,3.6581186669322894
445,0.9999999989174909,56.151939149928864,3.6830538818045317
446,0.9999999995688199,56.401203191920565,2.8305579041143836
447,0.9999998477311922,55.867192037910826,3.116518087219677
448,0.9999999974555297,50.39679225615909,2.39270082932765
449,0.6751028395036723,74.29305557888112,2.126041148785485
450,0.8904671606729084,62.59321965526703,2.741825947788892
451,0.5034886976451856,69.24036349607324,3.263941452648891
452,0.6230782218183845,74.42679585995185,2.76695772495704
453,0.9812607998074067,55.222024891398924,2.853449700688188
454,0.9999999944607143,52.27246927711919,3.3832248026093157
455,0.5441957699699259,64.72476794489799,3.212995803410868
456,0.8978988757739366,64.02626773814552,1.81708689177661
457,0.9999999989091308,58.505381076952574,2.8653616020018062
458,0.8439073702427816,61.133004252520635,2.5045875727474756
459,0.8278528515602258,49.34871383230756,3.8326416608911984
460,0.9999999459057345,63.165552938141424,2.6801693881216515
461,0.5555862594623038,67.2425247642721,2.699732013801833
462,0.9456747043509115,58.00969428404559,3.161949049235891
463,0.999999992738091,46.74918557703691,4.5288482066920714
464,0.949274967612074,49.93276315723387,4.820190027417895
465,0.5505914202768614,69.42816815249826,3.32920561266039
466,0.3013649260678766,66.71528374161366,4.230564705569377
467,0.685641417557067,64.24735197564202,3.21182257284811
468,0.49605501478038416,71.9357876108512,2.7333655231738465
469,0.7278987879992224,60.804993784711236,2.685245119521661
470,0.9999999985883241,55.74459756110513,2.7026531844250417
471,0.9999999984864193,45.18016129616342,2.973406025324539
472,0.9999999875392984,55.66991384531284,2.199527175497517
473,0.8457581152933218,53.892049184541655,2.9548844736672253
474,0.7259045225627501,55.65693082262375,3.8844966452334324
475,0.8860839630067978,71.73545047377273,2.4339854835905173
476,0.9999999988953261,56.89350092431282,3.1299959421385974
477,0.9999999970820144,57.196167630522574,3.1096846112491563
478,0.7643651936017379,74.37235032925675,2.6527012072899376
479,0.9999999982577773,76.57168234664194,1.5335413063649466
480,0.9999999998140626,55.26140708199607,3.756141651881643
481,0.909963906114043,52.706825755924164,1.4464072838116782
482,0.6609155936450704,66.0439091216753,2.54930544016877
483,0.44237524288420804,73.97657204054656,1.8608262978425414
484,0.6885864174073689,60.55461948639459,4.159508556420293
485,0.6212236331464801,67.24665496584797,2.9459501151288032
486,0.9999999984815207,51.55717934398604,4.092894806497333
487,0.9999999973164057,41.71444879855886,4.047732115922393
488,0.6971843857792039,71.63763165392703,2.11945359932044
489,0.9128975455061347,63.66427636003698,3.096840702110376
490,0.5877545699997705,74.1026428935411,2.168340943663567
491,0.8494483623815683,56.93048670806871,2.92202086410354
492,0.5640601701616883,72.7929858791257,3.0505967894059838
493,0.9999999992399053,51.86755789945635,1.9388718915846046
494,0.8057178475136608,59.94679555212996,3.089202782328865
495,0.9009193712744339,59.80836009257504,3.8763320524436775
496,0.7302083734244658,54.96793524130283,4.04280913250492
497,0.999999999949613,40.39412188093957,5.517301890366434
498,0.9999999980380798,54.77155283011108,2.502919426984062
499,0.4644630359133962,69.36299430494007,3.5561187132200622
500,0.99999999682632,60.87087565997618,2.1986081810996163
