method,parameter,estimate,se,time,sim,true,pct_diff,beta0_true,beta1_true
secr_joint,D.x.s,0.7038050473742492,0.05445387804475495,81.32999999999993,1,0.7054169592214748,-0.2285048333689924,2.0086639204921393,0.7054169592214748
secr_joint,g0,0.8075857244113227,0.3893060672170613,81.32999999999993,1,0.8,0.9482155514153323,2.0086639204921393,0.7054169592214748
secr_joint,sigma.(Intercept),4.055435462615204,0.037324385530751084,81.32999999999993,1,4.05,0.13420895346183268,2.0086639204921393,0.7054169592214748
secr_joint,sigma.x.s,-0.22627651357813947,0.02555277355850311,81.32999999999993,1,-0.23,-1.618907139939367,2.0086639204921393,0.7054169592214748
secr_glm,g0,0.8075334544016496,0.3892717851441339,51.720000000000255,1,0.8,0.9416818002061927,2.0086639204921393,0.7054169592214748
secr_glm,sigma.(Intercept),4.055486998105864,0.03733990694937663,51.720000000000255,1,4.05,0.13548143471269286,2.0086639204921393,0.7054169592214748
secr_glm,sigma.x.s,-0.22626603000684647,0.02555720328641708,51.720000000000255,1,-0.23,-1.6234652144145805,2.0086639204921393,0.7054169592214748
secr_glm,D.(Intercept),2.068855052774401,0.03735400454379189,51.720000000000255,1,2.0086639204921393,2.9965755678786907,2.0086639204921393,0.7054169592214748
secr_glm,D.x.s,0.7037954063098989,0.039019117415265765,51.720000000000255,1,0.7054169592214748,-0.22987155190677014,2.0086639204921393,0.7054169592214748
secr_joint,D.(Intercept),1.9558244738648698,0.05225975164182542,86.34000000000015,1,1.9387790580017084,0.8791829988472271,1.9387790580017084,0.30559117724187673
secr_joint,D.x.s,0.21867574232348566,0.05515003017611485,86.34000000000015,1,0.30559117724187673,-28.441735688461034,1.9387790580017084,0.30559117724187673
secr_joint,g0,0.840441700917896,0.4925778228427276,86.34000000000015,1,0.8,5.055212614737001,1.9387790580017084,0.30559117724187673
secr_joint,sigma.(Intercept),4.0086751341819395,0.03744799040678326,86.34000000000015,1,4.05,-1.0203670572360561,1.9387790580017084,0.30559117724187673
secr_joint,sigma.x.s,-0.17117577216918398,0.025657601645832237,86.34000000000015,1,-0.23,-25.575751230789578,1.9387790580017084,0.30559117724187673
secr_glm,g0,0.840383520700491,0.49244457136204134,54.839999999999236,1,0.8,5.047940087561376,1.9387790580017084,0.30559117724187673
secr_glm,sigma.(Intercept),4.0087344086979755,0.0374571335424818,54.839999999999236,1,4.05,-1.0189034889388726,1.9387790580017084,0.30559117724187673
secr_glm,sigma.x.s,-0.17112936997260436,0.02565804865076447,54.839999999999236,1,-0.23,-25.595926098867672,1.9387790580017084,0.30559117724187673
secr_glm,D.(Intercept),1.9557907351037014,0.038927363916576974,54.839999999999236,1,1.9387790580017084,0.8774427922450789,1.9387790580017084,0.30559117724187673
secr_glm,D.x.s,0.21861637666015188,0.04132106482160942,54.839999999999236,1,0.30559117724187673,-28.46116218626427,1.9387790580017084,0.30559117724187673
secr_joint,D.(Intercept),0.9849659180869174,0.08949796398438842,87.04999999999927,1,0.8506090975725022,15.795366038036422,0.8506090975725022,0.6088282166281715
secr_joint,D.x.s,0.6712925382710769,0.09387597896320996,87.04999999999927,1,0.6088282166281715,10.259761281900982,0.8506090975725022,0.6088282166281715
secr_joint,g0,0.7791676732839279,0.6210910194683349,87.04999999999927,1,0.8,-2.60404083950902,0.8506090975725022,0.6088282166281715
secr_joint,sigma.(Intercept),4.043023848501957,0.06533782784254298,87.04999999999927,1,4.05,-0.17225065427265251,0.8506090975725022,0.6088282166281715
secr_joint,sigma.x.s,-0.24654397841433878,0.04230920473412731,87.04999999999927,1,-0.23,7.19303409319077,0.8506090975725022,0.6088282166281715
secr_glm,g0,0.7801294586387288,0.6237599139085387,48.38999999999942,1,0.8,-2.4838176701589,0.8506090975725022,0.6088282166281715
secr_glm,sigma.(Intercept),4.042063545523101,0.06528712826553448,48.38999999999942,1,4.05,-0.195961838935771,0.8506090975725022,0.6088282166281715
