sim,parameter,estimate
346,g0,0.7065224626836395
346,D,3.4484774304381354
346,sigma,60.2145725256432
347,g0,0.8414003825672656
347,D,4.25859883213716
347,sigma,58.462000500564805
348,g0,0.9537156905526304
348,D,2.207554896413937
348,sigma,63.7159560907589
349,g0,0.6560489992949015
349,D,2.3714955511767006
349,sigma,71.36699455043805
350,g0,0.8298237527860552
350,D,2.91881560310742
350,sigma,57.647540902676134
351,g0,0.9640886932322393
351,D,3.551605877849534
351,sigma,50.19876023433485
352,g0,0.9999999980094626
352,D,3.671909465356268
352,sigma,46.89041165162563
353,g0,0.9999999983152279
353,D,3.875379689993437
353,sigma,39.26210640341467
354,g0,0.6143003148057354
354,D,3.32388455454407
354,sigma,69.77645728868984
355,g0,0.9462835899823079
355,D,2.251486286997785
355,sigma,66.24433505721105
356,g0,0.9999999993416501
356,D,3.062992159146788
356,sigma,46.647245507045966
357,g0,0.9999999983335143
357,D,2.902682058319403
357,sigma,49.96222773049939
358,g0,0.6119933906246142
358,D,2.187798163028055
358,sigma,77.7392054058426
359,g0,0.7553052195988754
359,D,3.5803771667421627
359,sigma,61.212446743813175
360,g0,0.9999999996106453
360,D,4.6148427509692755
360,sigma,42.820484059301805
361,g0,0.7410215513409419
361,D,4.1087736311066365
361,sigma,43.70362040503953
362,g0,0.9388692103051584
362,D,2.8839192370312032
362,sigma,61.31173307077635
363,g0,0.8038518433639097
363,D,2.484124267435494
363,sigma,67.5715868250595
364,g0,0.8433775725213616
364,D,2.9676527372864787
364,sigma,57.79950863972426
365,g0,0.7821466221480369
365,D,2.7555098805583937
365,sigma,57.60000015561778
366,g0,0.699792889236588
366,D,4.61233720605745
366,sigma,52.182711111538765
367,g0,0.9999999987743545
367,D,2.5003437630866396
367,sigma,47.14484098018216
368,g0,0.9599045222665762
368,D,3.1898238666399688
368,sigma,53.55535650185215
369,g0,0.9999999994299558
369,D,2.4686389601754324
369,sigma,53.83363130977712
370,g0,0.6468614971590989
370,D,3.1626141316868477
370,sigma,70.55230422636859
371,g0,0.9999999975417223
371,D,2.1112361766700927
371,sigma,59.357597813906715
372,g0,0.9999999991816718
372,D,3.9796219734392575
372,sigma,52.73409946234556
373,g0,0.9999999976648617
373,D,2.274187723656566
373,sigma,47.43100407855633
374,g0,0.4549263863777441
374,D,2.822820928847081
374,sigma,74.91672694056172
375,g0,0.4212975221136168
375,D,2.1695007898797596
375,sigma,73.16077545336934
376,g0,0.7568889470952446
376,D,3.315909745659059
376,sigma,61.09612424066115
377,g0,0.7591670298022732
377,D,3.1422687151732878
377,sigma,62.195019815675565
378,g0,0.7366014293235215
378,D,4.9424619346648315
378,sigma,59.32582800332787
379,g0,0.9999999991490783
379,D,2.4739819064658994
379,sigma,56.83854370416913
380,g0,0.9999999934438863
380,D,4.089228391479271
380,sigma,47.84300326870512
381,g0,0.8252738277042548
381,D,2.125693859128869
381,sigma,64.57470623429431
382,g0,0.6625675044935654
382,D,3.3422153598290207
382,sigma,57.21964649969441
383,g0,0.3103563749551694
383,D,4.754398835460204
383,sigma,78.58077760196015
384,g0,0.6329743368357721
384,D,2.3555249647599985
384,sigma,67.73234447832048
385,g0,0.6893032796074611
385,D,3.921166546920531
385,sigma,54.60486959831543
386,g0,0.8429272983072463
386,D,1.9154005759491506
386,sigma,67.25037534265263
387,g0,0.8104765697200089
387,D,2.7651875085872364
387,sigma,66.320768758748
388,g0,0.9078210850099181
388,D,2.875029445421648
388,sigma,55.74028600720225
389,g0,0.6714446600720517
389,D,3.3236001087089537
389,sigma,59.59643577709579
390,g0,0.9522064924072846
390,D,3.475892339390572
390,sigma,50.27966751013893
391,g0,0.999999998718902
391,D,3.571951448521768
391,sigma,44.72106111191303
392,g0,0.9122204995813709
392,D,2.749265225183851
392,sigma,54.752909420259456
393,g0,0.6354222328257618
393,D,1.7851621914504165
393,sigma,75.47971984672786
394,g0,0.8189388433999337
394,D,2.9481231036081517
394,sigma,60.271369338776665
395,g0,0.8521777677867258
395,D,1.8439085534597397
395,sigma,68.88340960539388
396,g0,0.9999999968188569
396,D,3.5996307350059515
396,sigma,38.32059627208731
397,g0,0.5496538496446878
397,D,3.6543905032394948
397,sigma,61.65483618878587
398,g0,0.6347203187971177
398,D,4.631524288863972
398,sigma,59.4323843722885
399,g0,0.9673574050564118
399,D,2.0417758703745177
399,sigma,67.36517186436382
400,g0,0.9999999993441874
400,D,4.078503483181784
400,sigma,49.818789751328445
401,g0,0.9999999976782508
401,D,2.5297463098742576
401,sigma,54.29977053151027
402,g0,0.7703086611462375
402,D,1.7543021731386022
402,sigma,68.19298847757783
403,g0,0.9999999980794856
403,D,3.558204401529558
403,sigma,54.526606618526706
404,g0,0.49629853818248604
404,D,2.8036546868713006
404,sigma,62.59274737307853
405,g0,0.7657645024603155
405,D,3.0957574657823126
405,sigma,54.82510672303802
406,g0,0.9999999895892895
406,D,2.6817586614410605
406,sigma,57.52205278745711
407,g0,0.20106449124175302
407,D,1.9446837878001073
407,sigma,150.87458398616457
408,g0,0.6346712984398473
408,D,3.365673850571571
408,sigma,66.94583652903391
409,g0,0.5819318416579844
409,D,1.8178344963532886
409,sigma,77.41719903461903
410,g0,0.8456277881711155
410,D,3.5925494624518612
410,sigma,63.18546405901943
411,g0,0.3953656700926031
411,D,5.055355428013051
411,sigma,63.412740935251605
412,g0,0.999999999056948
412,D,2.5096849123426974
412,sigma,47.00884190844263
413,g0,0.6102211921549647
413,D,3.034201752870429
413,sigma,69.17751398813277
414,g0,0.8578716444563306
414,D,2.1555075388863685
414,sigma,73.07806668536634
415,g0,0.8132625733232651
415,D,2.0204144890586244
415,sigma,67.52324051460464
416,g0,0.594064149186576
416,D,3.6796040580407996
416,sigma,64.96532977978039
417,g0,0.8721328602123201
417,D,1.9545256688190926
417,sigma,55.36601857285287
418,g0,0.640402843093002
418,D,3.5761537283620206
418,sigma,66.23620407523799
419,g0,0.9999999963724838
419,D,2.327119431394234
419,sigma,59.74600949550653
420,g0,0.9999999986810563
420,D,2.2618892665356998
420,sigma,54.41965776575328
421,g0,0.7815198083634055
421,D,2.510948203513461
421,sigma,50.4546185169441
422,g0,0.9686006161275473
422,D,2.808190924385315
422,sigma,59.030402030554626
423,g0,0.9955935812340103
423,D,2.1765897969554477
423,sigma,54.50936388686438
424,g0,0.712212201098887
424,D,2.7781978253697743
424,sigma,58.494915379638705
425,g0,0.8031152469528495
425,D,2.495872344460634
425,sigma,62.74594259059249
426,g0,0.999999999042671
426,D,3.6341854296238925
426,sigma,52.54280619951341
427,g0,0.7716388559063384
427,D,2.619334863362278
427,sigma,69.09623652349856
428,g0,0.8318552041248235
428,D,3.095921421694
428,sigma,53.80059272811895
429,g0,0.956795737887041
429,D,1.9396907215972992
429,sigma,64.84809953848303
430,g0,0.5314861382002823
430,D,2.350428710937491
430,sigma,76.97546088310376
431,g0,0.9206546524826569
431,D,3.632456558436569
431,sigma,50.58553520556783
432,g0,0.9999999963064676
432,D,3.1581285906888934
432,sigma,46.76670004466102
433,g0,0.9999999925126383
433,D,2.1767261761994297
433,sigma,56.14404016599581
434,g0,0.7135659557552623
434,D,1.5935174711317694
434,sigma,80.09894043418093
435,g0,0.9999999826502441
435,D,3.418224372137165
435,sigma,52.96700604892847
436,g0,0.9999999990276616
436,D,2.864042366115016
436,sigma,45.17104000309261
437,g0,0.5995379749961468
437,D,3.5769183626543626
437,sigma,61.14740570984027
438,g0,0.5947724380494006
438,D,3.6365230792617598
438,sigma,55.82151777320842
439,g0,0.8241684373380852
439,D,3.3197539173122514
439,sigma,53.76973226179894
440,g0,0.5826625203931947
440,D,5.423616877064023
440,sigma,48.94278312337881
441,g0,0.999999995792078
441,D,3.824916751479647
441,sigma,51.43739301703532
442,g0,0.888448616274618
442,D,2.7545301654246366
442,sigma,55.41747446020927
443,g0,0.6210424926074507
443,D,2.9773463090959256
443,sigma,61.107911113790834
444,g0,0.5412505835783072
444,D,3.6581186669322894
444,sigma,68.1417140877586
445,g0,0.9999999989174909
445,D,3.6830538818045317
445,sigma,56.151939149928864
446,g0,0.9999999995688199
446,D,2.8305579041143836
446,sigma,56.401203191920565
447,g0,0.9999998477311922
447,D,3.116518087219677
447,sigma,55.867192037910826
448,g0,0.9999999974555297
448,D,2.39270082932765
448,sigma,50.39679225615909
449,g0,0.6751028395036723
449,D,2.126041148785485
449,sigma,74.29305557888112
450,g0,0.8904671606729084
450,D,2.741825947788892
450,sigma,62.59321965526703
451,g0,0.5034886976451856
451,D,3.263941452648891
451,sigma,69.24036349607324
452,g0,0.6230782218183845
452,D,2.76695772495704
452,sigma,74.42679585995185
453,g0,0.9812607998074067
453,D,2.853449700688188
453,sigma,55.222024891398924
454,g0,0.9999999944607143
454,D,3.3832248026093157
454,sigma,52.27246927711919
455,g0,0.5441957699699259
455,D,3.212995803410868
455,sigma,64.72476794489799
456,g0,0.8978988757739366
456,D,1.81708689177661
456,sigma,64.02626773814552
457,g0,0.9999999989091308
457,D,2.8653616020018062
457,sigma,58.505381076952574
458,g0,0.8439073702427816
458,D,2.5045875727474756
458,sigma,61.133004252520635
459,g0,0.8278528515602258
459,D,3.8326416608911984
459,sigma,49.34871383230756
460,g0,0.9999999459057345
460,D,2.6801693881216515
460,sigma,63.165552938141424
461,g0,0.5555862594623038
461,D,2.699732013801833
461,sigma,67.2425247642721
462,g0,0.9456747043509115
462,D,3.161949049235891
462,sigma,58.00969428404559
463,g0,0.999999992738091
463,D,4.5288482066920714
463,sigma,46.74918557703691
464,g0,0.949274967612074
464,D,4.820190027417895
464,sigma,49.93276315723387
465,g0,0.5505914202768614
465,D,3.32920561266039
465,sigma,69.42816815249826
466,g0,0.3013649260678766
466,D,4.230564705569377
466,sigma,66.71528374161366
467,g0,0.685641417557067
467,D,3.21182257284811
467,sigma,64.24735197564202
468,g0,0.49605501478038416
468,D,2.7333655231738465
468,sigma,71.9357876108512
469,g0,0.7278987879992224
469,D,2.685245119521661
469,sigma,60.804993784711236
470,g0,0.9999999985883241
470,D,2.7026531844250417
470,sigma,55.74459756110513
471,g0,0.9999999984864193
471,D,2.973406025324539
471,sigma,45.18016129616342
472,g0,0.9999999875392984
472,D,2.199527175497517
472,sigma,55.66991384531284
473,g0,0.8457581152933218
473,D,2.9548844736672253
473,sigma,53.892049184541655
474,g0,0.7259045225627501
474,D,3.8844966452334324
474,sigma,55.65693082262375
475,g0,0.8860839630067978
475,D,2.4339854835905173
475,sigma,71.73545047377273
476,g0,0.9999999988953261
476,D,3.1299959421385974
476,sigma,56.89350092431282
477,g0,0.9999999970820144
477,D,3.1096846112491563
477,sigma,57.196167630522574
478,g0,0.7643651936017379
478,D,2.6527012072899376
478,sigma,74.37235032925675
479,g0,0.9999999982577773
479,D,1.5335413063649466
479,sigma,76.57168234664194
480,g0,0.9999999998140626
480,D,3.756141651881643
480,sigma,55.26140708199607
481,g0,0.909963906114043
481,D,1.4464072838116782
481,sigma,52.706825755924164
482,g0,0.6609155936450704
482,D,2.54930544016877
482,sigma,66.0439091216753
483,g0,0.44237524288420804
483,D,1.8608262978425414
483,sigma,73.97657204054656
484,g0,0.6885864174073689
484,D,4.159508556420293
484,sigma,60.55461948639459
485,g0,0.6212236331464801
485,D,2.9459501151288032
485,sigma,67.24665496584797
486,g0,0.9999999984815207
486,D,4.092894806497333
486,sigma,51.55717934398604
487,g0,0.9999999973164057
487,D,4.047732115922393
487,sigma,41.71444879855886
488,g0,0.6971843857792039
488,D,2.11945359932044
488,sigma,71.63763165392703
489,g0,0.9128975455061347
489,D,3.096840702110376
489,sigma,63.66427636003698
490,g0,0.5877545699997705
490,D,2.168340943663567
490,sigma,74.1026428935411
491,g0,0.8494483623815683
491,D,2.92202086410354
491,sigma,56.93048670806871
492,g0,0.5640601701616883
492,D,3.0505967894059838
492,sigma,72.7929858791257
493,g0,0.9999999992399053
493,D,1.9388718915846046
493,sigma,51.86755789945635
494,g0,0.8057178475136608
494,D,3.089202782328865
494,sigma,59.94679555212996
495,g0,0.9009193712744339
495,D,3.8763320524436775
495,sigma,59.80836009257504
496,g0,0.7302083734244658
496,D,4.04280913250492
496,sigma,54.96793524130283
497,g0,0.999999999949613
497,D,5.517301890366434
497,sigma,40.39412188093957
498,g0,0.9999999980380798
498,D,2.502919426984062
498,sigma,54.77155283011108
499,g0,0.4644630359133962
499,D,3.5561187132200622
499,sigma,69.36299430494007
500,g0,0.99999999682632
500,D,2.1986081810996163
500,sigma,60.87087565997618
