sim,parameter,estimate
160,D,1.9524505187117578
160,sigma,66.39676106041044
161,g0,0.5484984249602167
161,D,1.8000056137745057
161,sigma,73.1506512135247
162,g0,0.9192638545784646
162,D,2.2822837843265753
162,sigma,63.10793737837496
163,g0,0.6664491839751852
163,D,3.5612410945359025
163,sigma,54.607384724739724
164,g0,0.6642105876007336
164,D,3.3598096568247335
164,sigma,59.46510707067576
165,g0,0.8622478238227537
165,D,2.9068778871851615
165,sigma,59.41664888170223
166,g0,0.999999994189256
166,D,3.2006813801331626
166,sigma,54.67010413840433
167,g0,0.9999999785625117
167,D,1.7950171415156695
167,sigma,63.61840204031275
168,g0,0.6005235184784904
168,D,3.0723472618037735
168,sigma,66.3821776398718
169,g0,0.8626475806848966
169,D,2.2279629493807707
169,sigma,72.73797239704251
170,g0,0.4028279267643407
170,D,4.194735034099507
170,sigma,69.3222836298155
171,g0,0.9999999959565569
171,D,2.5578004131041494
171,sigma,58.30365208187252
172,g0,0.9999999942195118
172,D,3.045126275281052
172,sigma,50.62786298214532
173,g0,0.9999999820622988
173,D,3.6336118522323226
173,sigma,52.54948902269606
174,g0,0.31284116450255595
174,D,1.8721436376681204
174,sigma,115.62755886537624
175,g0,0.4596184660166316
175,D,3.2152336315060657
175,sigma,65.68465730908379
176,g0,0.6789867080643921
176,D,3.5908712471093547
176,sigma,57.33327502059792
177,g0,0.9184239426915465
177,D,3.304381549849167
177,sigma,54.49419332182178
178,g0,0.8000322157886295
178,D,3.608436937067206
178,sigma,52.50908933162973
179,g0,0.5881546743323178
179,D,3.355163442559395
179,sigma,59.23900304467087
180,g0,0.823146168395405
180,D,2.8780235120935602
180,sigma,61.220301279550924
181,g0,0.896628508194556
181,D,2.3193219995669936
181,sigma,66.2692371760527
182,g0,0.7043709760333045
182,D,2.082133133065628
182,sigma,72.2237918683044
183,g0,0.6873754873013872
183,D,2.542068058424581
183,sigma,64.97702341839096
184,g0,0.6412328102440453
184,D,2.1478998274070187
184,sigma,73.60282721953261
185,g0,0.9999999822328213
185,D,3.431906624570177
185,sigma,49.437184259249506
186,g0,0.9999999990438864
186,D,3.0138312741903843
186,sigma,43.47649610814511
187,g0,0.999999994435438
187,D,1.5232498811610689
187,sigma,70.22122222132185
188,g0,0.9999999828006169
188,D,2.045586899452079
188,sigma,53.454732923780384
189,g0,0.838629986877458
189,D,3.1605027123215623
189,sigma,56.53245922128129
190,g0,0.4112098803216372
190,D,3.562788226550921
190,sigma,70.61693281822681
191,g0,0.510441978576028
191,D,2.4344355992071915
191,sigma,76.57358336224368
192,g0,0.9999999977702009
192,D,4.159206757388783
192,sigma,45.39108349233544
193,g0,0.9911979510562148
193,D,2.533605953902307
193,sigma,52.962340977164246
194,g0,0.35048411961719145
194,D,5.599090795076861
194,sigma,56.91967198513226
195,g0,0.9999999988870041
195,D,1.6539083617478851
195,sigma,59.01110949823765
196,g0,0.9999999986180601
196,D,3.4806411809752955
196,sigma,44.52435182937318
197,g0,0.429113007386962
197,D,5.611731795901721
197,sigma,63.568643375023726
198,g0,0.5890111478503868
198,D,1.9587219853877815
198,sigma,81.24701267206349
199,g0,0.7957325666299456
199,D,2.5699343833717236
199,sigma,63.18474317960253
200,g0,0.999999999689164
200,D,5.200377110947728
200,sigma,36.55399737767238
201,g0,0.7339178288049817
201,D,3.198765200022161
201,sigma,62.39168816166096
202,g0,0.9999999979971831
202,D,4.116452343729869
202,sigma,46.67122495983794
203,g0,0.4761230141673964
203,D,1.9299983701814578
203,sigma,83.31732645093264
204,g0,0.781088041891757
204,D,2.9802053616325836
204,sigma,58.49419983960537
205,g0,0.9999999975274823
205,D,2.2955128700085243
205,sigma,48.751899446639065
206,g0,0.9999999989764619
206,D,2.9249085479193453
206,sigma,47.04688793147694
207,g0,0.5580958869389635
207,D,1.7323720562352498
207,sigma,76.80551611702563
208,g0,0.976541774886047
208,D,2.641733754952099
208,sigma,56.01069383549754
209,g0,0.9999999971349381
209,D,2.7884049209697466
209,sigma,51.58987519833074
210,g0,0.4312438546689274
210,D,3.0981088611902146
210,sigma,81.18807138771514
211,g0,0.9999999264877503
211,D,3.06107163478265
211,sigma,55.43945617331706
212,g0,0.6736377769449534
212,D,3.016366098047014
212,sigma,67.70839785579861
213,g0,0.9999999947255249
213,D,2.2244757976145255
213,sigma,49.97852411947694
214,g0,0.999999997110082
214,D,1.880426898878727
214,sigma,63.24541129910556
215,g0,0.6715403226624869
215,D,2.5754382433318734
215,sigma,68.21096844454904
216,g0,0.6831342001456078
216,D,3.146168568167218
216,sigma,60.09874232595934
217,g0,0.901911894667422
217,D,4.137612811187875
217,sigma,44.522342775426424
218,g0,0.8191734778712273
218,D,2.6464926591078024
218,sigma,65.34964097101341
219,g0,0.9999999994997829
219,D,2.128067714519782
219,sigma,55.39023096210303
220,g0,0.7149508601125484
220,D,3.0340948492865136
220,sigma,65.61125311902482
221,g0,0.8909707283757001
221,D,3.7781543335638044
221,sigma,49.98124813233669
222,g0,0.47547378045705785
222,D,3.0107898079355047
222,sigma,68.92915682559376
223,g0,0.8126651944291905
223,D,3.2027673566001
223,sigma,56.86735897266017
224,g0,0.9999999967204247
224,D,3.761116324305803
224,sigma,51.11424201981981
225,g0,0.7009033969399904
225,D,2.4456681714754676
225,sigma,62.90109607644157
226,g0,0.7812858640494321
226,D,3.006300515076308
226,sigma,58.11330059167142
227,g0,0.8062903823869243
227,D,3.039201506557465
227,sigma,50.11051005984764
228,g0,0.5078758075089891
228,D,2.9764168206999084
228,sigma,73.23510657324609
229,g0,0.8942792099368958
229,D,2.2858325552406997
229,sigma,60.49958974327552
230,g0,0.9999999869501655
230,D,3.7208624142072857
230,sigma,48.46255889665651
231,g0,0.7375950043691213
231,D,3.257278741846903
231,sigma,55.17110872925275
232,g0,0.3844491170315186
232,D,4.20365419864815
232,sigma,74.35189628401595
233,g0,0.9999999674099624
233,D,3.1795295156067467
233,sigma,47.721157213359106
234,g0,0.3994272390533891
234,D,3.420674930614435
234,sigma,73.41723114162687
235,g0,0.8214139246592005
235,D,2.8290655276544014
235,sigma,53.690112595794005
236,g0,0.9999999951768953
236,D,2.942029172578844
236,sigma,48.130769806810356
237,g0,0.9096620043182796
237,D,1.9663282315409043
237,sigma,61.78201067121335
238,g0,0.5774200432332321
238,D,2.5672995837934764
238,sigma,68.3088539924215
239,g0,0.9999999992238356
239,D,3.645246629019083
239,sigma,45.07599925081095
240,g0,0.7722778334791738
240,D,2.9244123470780568
240,sigma,49.89906237995678
241,g0,0.9999999966427575
241,D,3.9200634750533743
241,sigma,45.56935146693221
242,g0,0.5290873605580056
242,D,2.1468117754369556
242,sigma,81.85401799410118
243,g0,0.5278994635503034
243,D,3.740254852223215
243,sigma,60.701913630887596
244,g0,0.5801185412153438
244,D,1.8060903723419468
244,sigma,73.43419038152363
245,g0,0.6374448009262533
245,D,2.191689890688731
245,sigma,72.77193208341721
246,g0,0.682384014652987
246,D,3.087107648092651
246,sigma,58.238411139044864
247,g0,0.6403954048704728
247,D,2.635042036863364
247,sigma,65.49750902523117
248,g0,0.9999999987334062
248,D,2.9654341030179734
248,sigma,42.74412242018737
249,g0,0.515641513658545
249,D,3.7439273462558647
249,sigma,60.11956982873661
250,g0,0.6511901229213835
250,D,4.309108608507745
250,sigma,55.753512303526165
251,g0,0.9999999988355435
251,D,2.0675674074873394
251,sigma,62.189279363901676
252,g0,0.6314299633321776
252,D,3.8788096346355903
252,sigma,61.95117236820902
253,g0,0.8188430578554592
253,D,2.4291779778041156
253,sigma,52.052324800317336
254,g0,0.9999999944348659
254,D,2.890352222651425
254,sigma,50.13148272851684
255,g0,0.9162431440316632
255,D,2.388100901290597
255,sigma,60.996871935791326
256,g0,0.5345786923142721
256,D,2.1005990469521443
256,sigma,72.98353416035987
257,g0,0.7274746779893645
257,D,2.389189893914114
257,sigma,74.16620748993249
258,g0,0.9692723854655114
258,D,4.0935004084262125
258,sigma,40.315481339941684
259,g0,0.9999999902409362
259,D,2.6607605016696807
259,sigma,56.45806591436934
260,g0,0.7756507146971076
260,D,3.897067890784042
260,sigma,54.70894075279435
261,g0,0.9999999975278233
261,D,2.9635500846532685
261,sigma,54.334794792828795
262,g0,0.7522098631478427
262,D,2.759384532316826
262,sigma,61.58261915025151
263,g0,0.7680112294203467
263,D,3.6226803034498056
263,sigma,53.49296343966259
264,g0,0.9999999988527221
264,D,3.267493867465812
264,sigma,51.40811385464497
265,g0,0.9644088730067062
265,D,2.4657172628200974
265,sigma,56.46670456344284
266,g0,0.48500061715669707
266,D,4.019849405287237
266,sigma,68.60709300215494
267,g0,0.9999999991209187
267,D,2.9535793200040086
267,sigma,50.57848654506596
268,g0,0.4629021942105666
268,D,1.8764889973541408
268,sigma,92.25560684256844
269,g0,0.6493977443885974
269,D,2.7518855130255284
269,sigma,67.61073292278807
270,g0,0.7929248109977045
270,D,2.4921166556430476
270,sigma,64.75001281710492
271,g0,0.6280972257108977
271,D,3.7789872924798567
271,sigma,63.2329871132897
272,g0,0.776041521779729
272,D,3.1958589307700573
272,sigma,64.47582261628156
273,g0,0.7239936010160306
273,D,2.599805200515105
273,sigma,65.46367957708128
274,g0,0.3699490677522108
274,D,2.5571600931292156
274,sigma,81.91400974882366
275,g0,0.9055457295360845
275,D,2.974080098930579
275,sigma,64.68656232396864
276,g0,0.9999999962870744
276,D,3.676817971186426
276,sigma,44.783045506922385
277,g0,0.9999999548906598
277,D,2.7421583064450785
277,sigma,53.690186402147866
278,g0,0.9014617313282521
278,D,1.994365909299952
278,sigma,68.84736908424975
279,g0,0.999999998928318
279,D,3.251462577229928
279,sigma,50.42901794350087
280,g0,0.6743955286930333
280,D,2.8036589054338363
280,sigma,69.8476353866999
281,g0,0.9999999926388125
281,D,2.9017161951245454
281,sigma,46.02857007022448
282,g0,0.5842671447011398
282,D,3.105212687646312
282,sigma,62.603075130209916
283,g0,0.9999999972795878
283,D,2.655717883920793
283,sigma,52.20909147935112
284,g0,0.9063247322234006
284,D,2.635181269321941
284,sigma,55.298396120584975
285,g0,0.6963425997474512
285,D,4.043497404237996
285,sigma,48.928845175813564
286,g0,0.700680809560261
286,D,3.2968671170064794
286,sigma,61.18413612357627
287,g0,0.7672660528029518
287,D,2.8517783708802744
287,sigma,55.291195687375456
288,g0,0.9257641119186122
288,D,2.3714782000780428
288,sigma,57.805349739251824
289,g0,0.6222601797737807
289,D,3.1506060907267246
289,sigma,65.49384235190945
290,g0,0.9999999981030531
290,D,3.3600685058595956
290,sigma,46.85917715518844
291,g0,0.9455800074180123
291,D,2.2315856158863703
291,sigma,60.03497607630147
292,g0,0.7370128486127626
292,D,4.003941678188924
292,sigma,57.14176721526939
293,g0,0.914284741720503
293,D,2.6462342432411825
293,sigma,60.70867626026808
294,g0,0.8628829841292879
294,D,3.1349114832283496
294,sigma,53.54855845676548
295,g0,0.9999999913905051
295,D,2.897268564115957
295,sigma,54.01715197037327
296,g0,0.9519484783268977
296,D,2.5643857196084245
296,sigma,56.59469785103436
297,g0,0.6415893760081667
297,D,2.9420343050618074
297,sigma,67.69538046647719
298,g0,0.7603549464095188
298,D,4.240896328189122
298,sigma,53.96446638999016
299,g0,0.5926511822067512
299,D,3.3568719696842813
299,sigma,66.72285134323593
300,g0,0.999999998907815
300,D,2.9322388957671137
300,sigma,50.87202198399371
301,g0,0.5780475500583665
301,D,3.897117884894165
301,sigma,63.319347041446825
302,g0,0.8554296652789709
302,D,3.2884523941833335
302,sigma,49.476016113404164
303,g0,0.7427094580815821
303,D,4.160397978990348
303,sigma,47.354970014385536
304,g0,0.9097217874995246
304,D,3.066569677235086
304,sigma,55.51354317470386
305,g0,0.9174636373102538
305,D,2.4788892998465117
305,sigma,54.51333202695141
306,g0,0.9999999991345376
306,D,2.3710915838853523
306,sigma,47.53158820545051
307,g0,0.6378584051863608
307,D,2.80377786641638
307,sigma,62.86301360644078
308,g0,0.6583444562394836
308,D,2.6451610461450494
308,sigma,64.47951663853735
309,g0,0.5675815979810921
309,D,3.5149508848200792
309,sigma,55.86139584332653
310,g0,0.7446291537322982
310,D,3.5927145765465127
310,sigma,53.53070292213856
311,g0,0.5718621326028953
311,D,2.3764230735964653
311,sigma,82.29546311069593
312,g0,0.6451585677729004
312,D,3.4776350763779185
312,sigma,71.9042633384517
313,g0,0.8269910171280709
313,D,3.1825738157006764
313,sigma,59.1189632721204
314,g0,0.6018172423400155
314,D,3.7920269413674492
314,sigma,57.50781513233273
315,g0,0.999999987519855
315,D,3.279074673959641
315,sigma,44.289689266426386
316,g0,0.9999999769544325
316,D,3.191979274589479
316,sigma,47.57609037909573
317,g0,0.4481866150667378
317,D,2.7654609199707214
317,sigma,71.47540678703176
318,g0,0.9999999942811705
318,D,2.3987693397693906
318,sigma,45.52339559917507
319,g0,0.9519183859600318
319,D,2.4973820265024522
319,sigma,53.165314759517976
320,g0,0.9999999993510567
320,D,3.3492607685221265
320,sigma,48.11463784592379
321,g0,0.6496355403619607
321,D,2.750167556670263
321,sigma,64.6588695235048
322,g0,0.6637102997685723
322,D,3.3588263217969616
322,sigma,65.66202829720807
323,g0,0.5879754534357293
323,D,3.4398342453850423
323,sigma,67.10569523624096
324,g0,0.8149896228305195
324,D,2.7176275182238334
324,sigma,57.005664783538506
325,g0,0.7518234712998608
325,D,1.8747168798292306
325,sigma,71.79684974322984
326,g0,0.8925592248279595
326,D,3.054866048635897
326,sigma,56.21935627708741
327,g0,0.6955810824661501
327,D,3.422555812008827
327,sigma,64.56491432054479
328,g0,0.9780940532089755
328,D,2.5772014174316937
328,sigma,52.61333084059815
329,g0,0.9999999993576878
329,D,3.787782487162625
329,sigma,55.898121517792205
330,g0,0.44864379137374716
330,D,4.864290187861446
330,sigma,57.88150419084104
331,g0,0.7086140912281659
331,D,2.198623434800515
331,sigma,71.05165171827437
332,g0,0.6801871282008503
332,D,2.1515945206459905
332,sigma,71.64840280071519
333,g0,0.8947329659143085
333,D,2.682532534156586
333,sigma,57.80974373538178
334,g0,0.6225104702998775
334,D,2.7579747992804124
334,sigma,70.29719331359142
335,g0,0.9999999411131467
335,D,2.483706909385328
335,sigma,50.472771703611905
336,g0,0.9999999990936803
336,D,3.9841075502135257
336,sigma,49.79189404352856
337,g0,0.7846395776985668
337,D,3.9146171083968464
337,sigma,56.27557582928954
338,g0,0.9999090291946063
338,D,3.8298988622334478
338,sigma,51.38618763938544
339,g0,0.35557099378380974
339,D,4.123159713458964
339,sigma,73.04494413464575
340,g0,0.999999995668035
340,D,3.1839891310967428
340,sigma,47.669036604474655
341,g0,0.9999999992719737
341,D,2.866108535719041
341,sigma,51.809937289682345
342,g0,0.7341438637948864
342,D,3.244984808702097
342,sigma,59.247047051292995
343,g0,0.5732240391387812
343,D,2.2155079273701497
343,sigma,86.13703812317421
344,g0,0.9999999981794825
344,D,1.6552513655912617
344,sigma,49.71307516745061
345,g0,0.8826689553851709
345,D,3.4789210805863338
345,sigma,52.335909735547396
